Factor,Sweep,Value,DeltaDampingRatio,DeltaSigma,DeltaMaxReal
APCAD damping effect,XR,15.1282051282051,0.00808643118355462,-0.100402750189123,-8.67840294596061e-05
APCAD damping effect,XR,15.6153846153846,0.00808137921791098,-0.100339044409608,-8.67811780369491e-05
APCAD damping effect,XR,16.1025641025641,0.0080766349679761,-0.100279224532616,-8.67852299435996e-05
APCAD damping effect,XR,16.5897435897436,0.00807217158910103,-0.100222950941651,-8.67846574809459e-05
APCAD damping effect,XR,17.0769230769231,0.00806796474720905,-0.100169916052376,-8.67861134710435e-05
APCAD damping effect,XR,17.5641025641026,0.00806399314156003,-0.100119850543875,-8.67847419433066e-05
APCAD damping effect,XR,18.0512820512821,0.00806023741640461,-0.10007250985909,-8.67845368968927e-05
APCAD damping effect,XR,18.5384615384615,0.00805668075215584,-0.100027681339876,-8.67832781499475e-05
APCAD damping effect,XR,19.025641025641,0.00805330740837467,-0.099985166233075,-8.67861680207607e-05
APCAD damping effect,XR,19.5128205128205,0.00805010407854607,-0.0999447962464706,-8.67867026386349e-05
APCAD damping effect,XR,20,0.00804705793873353,-0.0999064095069483,-8.6788365354161e-05
Synchronization effect (PLL to GFM),C_dc,0.005,4.59354776438659e-15,-5.78426195829707e-14,0.699471958823182
Synchronization effect (PLL to GFM),C_dc,0.0058974358974359,1.05644659686988e-15,-1.29896093881143e-14,0.53955350172192
Synchronization effect (PLL to GFM),C_dc,0.0067948717948718,6.18081974490536e-15,-7.68829444552921e-14,0.405427043633298
Synchronization effect (PLL to GFM),C_dc,0.00769230769230769,3.814656923673e-15,-4.73510120002629e-14,0.290968096182226
Synchronization effect (PLL to GFM),C_dc,0.00858974358974359,6.18949336228525e-15,-7.76045894212984e-14,0.192184291729679
Synchronization effect (PLL to GFM),C_dc,0.00948717948717949,3.9569042487031e-15,-4.90718576884319e-14,0.10627261926763
Synchronization effect (PLL to GFM),C_dc,0.0103846153846154,7.65359997600967e-15,-9.57012247226885e-14,0.0311367525980864
Synchronization effect (PLL to GFM),C_dc,0.0112820512820513,7.28583859910259e-17,-3.33066907387547e-16,-6.14681916477622e-14
Synchronization effect (PLL to GFM),C_dc,0.0121794871794872,1.83707216105944e-15,-2.25375273998907e-14,-5.14137343810006e-14
Synchronization effect (PLL to GFM),C_dc,0.0130769230769231,3.32199545649559e-15,-4.10782519111308e-14,-4.7194886887425e-14
Synchronization effect (PLL to GFM),C_dc,0.013974358974359,1.17961196366423e-16,-1.0547118733939e-15,-4.71758049291893e-14
Synchronization effect (PLL to GFM),C_dc,0.0148717948717949,9.98853777467446e-15,-1.2490009027033e-13,-5.33132565871952e-14
Synchronization effect (PLL to GFM),C_dc,0.0157692307692308,6.53123388705268e-15,-8.11017919488677e-14,-5.11899550525996e-14
Synchronization effect (PLL to GFM),C_dc,0.0166666666666667,8.86443696224148e-15,-1.10578213252666e-13,-5.08551534217361e-14
Synchronization effect (PLL to GFM),C_dc,0.0175641025641026,4.50160742015981e-15,-5.6621374255883e-14,-4.86763407359092e-14
Synchronization effect (PLL to GFM),C_dc,0.0184615384615385,2.10248485288389e-15,-2.44249065417534e-14,-4.87821588679438e-14
Synchronization effect (PLL to GFM),C_dc,0.0193589743589744,1.21083698623181e-15,-1.4432899320127e-14,-5.39776556784943e-14
Synchronization effect (PLL to GFM),C_dc,0.0202564102564103,4.54671023053521e-15,-5.6399329650958e-14,-6.04308270091281e-14
Synchronization effect (PLL to GFM),C_dc,0.0211538461538462,4.2708891978549e-15,-5.30686605770825e-14,-7.99742216894828e-14
Synchronization effect (PLL to GFM),C_dc,0.0220512820512821,3.92567922613551e-15,-4.86277684785819e-14,-5.06140268585753e-14
Synchronization effect (PLL to GFM),C_dc,0.022948717948718,1.21604115665974e-15,-1.48769885299771e-14,-4.73683592350227e-14
Synchronization effect (PLL to GFM),C_dc,0.0238461538461539,6.64399091299117e-16,-7.7715611723761e-15,-6.26564772288063e-14
Synchronization effect (PLL to GFM),C_dc,0.0247435897435897,7.92768628521401e-15,-9.89208714941014e-14,-3.48159001628545e-15
Synchronization effect (PLL to GFM),C_dc,0.0256410256410256,4.46864767411626e-15,-5.61772850460329e-14,3.4555691641458e-15
Synchronization effect (PLL to GFM),C_dc,0.0265384615384615,-6.97358837342676e-16,9.32587340685131e-15,-4.82773543364345e-14
Synchronization effect (PLL to GFM),C_dc,0.0274358974358974,8.89913143176102e-16,-1.06581410364015e-14,-4.68514116391816e-14
Synchronization effect (PLL to GFM),C_dc,0.0283333333333333,5.89112092441724e-15,-7.34412530789541e-14,-5.12801606733504e-14
Synchronization effect (PLL to GFM),C_dc,0.0292307692307692,5.58927903959727e-15,-6.99995617026161e-14,-4.43846348563426e-14
Synchronization effect (PLL to GFM),C_dc,0.0301282051282051,1.65145674912992e-15,-2.01505478969466e-14,-5.10494424510455e-14
Synchronization effect (PLL to GFM),C_dc,0.031025641025641,1.47971912500822e-15,-1.77635683940025e-14,-2.41980047110957e-13
Synchronization effect (PLL to GFM),C_dc,0.0319230769230769,4.05751821030975e-15,-5.05706587716759e-14,1.14231540893073e-14
Synchronization effect (PLL to GFM),C_dc,0.0328205128205128,2.84841594755392e-15,-3.59712259978551e-14,-4.68583505330855e-14
Synchronization effect (PLL to GFM),C_dc,0.0337179487179487,1.01654795692241e-14,-1.27231558622043e-13,-4.41972847209371e-14
Synchronization effect (PLL to GFM),C_dc,0.0346153846153846,9.12464548363801e-16,-1.08246744900953e-14,-2.7446794836905e-14
Synchronization effect (PLL to GFM),C_dc,0.0355128205128205,4.12690714934882e-15,-5.14033260401447e-14,-4.35207425653061e-14
Synchronization effect (PLL to GFM),C_dc,0.0364102564102564,3.51628448580499e-15,-4.39093206239249e-14,-4.39561581577763e-14
Synchronization effect (PLL to GFM),C_dc,0.0373076923076923,1.13156012337967e-14,-1.41442413337245e-13,-5.30755994709864e-14
Synchronization effect (PLL to GFM),C_dc,0.0382051282051282,4.09394740330526e-15,-5.08482145278322e-14,-5.01734070956772e-14
Synchronization effect (PLL to GFM),C_dc,0.0391025641025641,2.17013906844699e-15,-2.68673971959288e-14,-4.72503980386563e-14
Synchronization effect (PLL to GFM),C_dc,0.04,3.65332764040716e-15,-4.38538094726937e-14,-8.0253512169115e-14
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.005,-0.00542860905200129,0.0681290320300781,-0.699499091980861
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0058974358974359,-0.00543868711901199,0.0682555935575881,-0.539580635055834
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0067948717948718,-0.00544885680118231,0.0683833062517041,-0.405454179622395
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00769230769230769,-0.00545911936570522,0.0685121860398835,-0.290995231283684
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00858974358974359,-0.00546947605892803,0.0686422485890897,-0.192211425101257
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00948717948717949,-0.0054799281502585,0.0687735098562178,-0.106299752912684
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0103846153846154,-0.00549047695494883,0.0689059863736015,-0.0311638862885372
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0112820512820513,-0.00550112379729253,0.0690396947877459,-2.71332418322594e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0121794871794872,-0.00551187002511181,0.0691746520410821,-2.71336789938632e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0130769230769231,-0.00552271701631265,0.0693108754539954,-2.71350816850521e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.013974358974359,-0.00553366619069293,0.0694483828728648,-2.71335055133312e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0148717948717949,-0.00554471894435227,0.0695871918479305,-2.71340101484375e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0157692307692308,-0.00555587676133028,0.0697273210328523,-2.71318270654523e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0166666666666667,-0.00556714109373032,0.0698687886818685,-2.71320599612712e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0175641025641026,-0.00557851345112541,0.0700116137705611,-2.71336187596255e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0184615384615385,-0.00558999539268582,0.0701558158973719,-2.71331952013086e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0193589743589744,-0.00560158847172763,0.0703014145881988,-2.71310280076185e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0202564102564103,-0.00561329426349441,0.0704484296450305,-2.71314497102011e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0211538461538462,-0.00562511439550737,0.0705968815262872,-2.71342530445036e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0220512820512821,-0.00563705054579855,0.070746791324458,-2.71334376617059e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.022948717948718,-0.00564910437875979,0.0708981799623238,-2.71332756271291e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0238461538461539,-0.00566127761818743,0.0710510691085248,-2.71334732613922e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0247435897435897,-0.00567357200882653,0.0712054806952971,-2.71334859424186e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0256410256410256,-0.00568598934736373,0.071361437307311,-2.71317384852414e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0265384615384615,-0.0056985314201735,0.071518961401262,-2.71346662920301e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0274358974358974,-0.00571120011023931,0.0716780766458981,-2.71352805635908e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0283333333333333,-0.00572399731457691,0.0718388068873298,-2.71325905150926e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0292307692307692,-0.00573692493581271,0.072001176043248,-2.71311755420754e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0301282051282051,-0.00574998492915861,0.0721652086919297,-2.71329960559556e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.031025641025641,-0.00576317931807355,0.0723309302683544,-2.71332012737793e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0319230769230769,-0.00577651014970143,0.0724983665059021,-2.71311425283707e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0328205128205128,-0.00578997948056477,0.0726675432569001,-2.71312124529369e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0337179487179487,-0.00580358945809562,0.0728384875147174,-2.71296328732389e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0346153846153846,-0.00581734222646702,0.0730112262333763,-2.71301831976326e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0355128205128205,-0.00583124001007598,0.0731857873740324,-2.71307945278396e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0364102564102564,-0.00584528506134217,0.0733621992505718,-2.7130827109402e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0373076923076923,-0.00585947968393679,0.073540490821005,-2.71301629399118e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0382051282051282,-0.00587382621111363,0.0737206914157637,-2.71311937670108e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.0391025641025641,-0.00588832706284629,0.073902831453911,-2.71293214419207e-05
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.04,-0.00590298464985736,0.0740869412402696,-2.71303224376081e-05
APCAD damping effect,C_dc,0.005,0.0077219920733597,-0.0959704498487732,-8.6756567131932e-05
APCAD damping effect,C_dc,0.0058974358974359,0.00776020922183069,-0.0964442078895342,-8.67573563844547e-05
APCAD damping effect,C_dc,0.0067948717948718,0.00779879831316744,-0.0969225644524258,-8.67556490331597e-05
APCAD damping effect,C_dc,0.00769230769230769,0.00783776478397042,-0.0974055865686684,-8.67578295313861e-05
APCAD damping effect,C_dc,0.00858974358974359,0.00787711420575634,-0.0978933429111314,-8.67569804867737e-05
APCAD damping effect,C_dc,0.00948717948717949,0.00791685193263353,-0.098385899480035,-8.67549211837713e-05
APCAD damping effect,C_dc,0.0103846153846154,0.00795698352568117,-0.0988833248275598,-8.67565101985279e-05
APCAD damping effect,C_dc,0.0112820512820513,0.00799751490799832,-0.0993856919484462,-8.67575851801958e-05
APCAD damping effect,C_dc,0.0121794871794872,0.00803845205788355,-0.0998930745184539,-8.67551329117033e-05
APCAD damping effect,C_dc,0.0130769230769231,0.00807980073022514,-0.100405543467257,-8.67550668732942e-05
APCAD damping effect,C_dc,0.013974358974359,0.00812156723840209,-0.100923176588673,-8.67564793009326e-05
APCAD damping effect,C_dc,0.0148717948717949,0.0081637576826575,-0.101446049046808,-8.67564123093814e-05
APCAD damping effect,C_dc,0.0157692307692308,0.00820637857509261,-0.101974241082802,-8.67576804024182e-05
APCAD damping effect,C_dc,0.0166666666666667,0.0082494362376056,-0.102507830577307,-8.67563301902279e-05
APCAD damping effect,C_dc,0.0175641025641026,0.00829293730126894,-0.103046899224669,-8.67542598559142e-05
APCAD damping effect,C_dc,0.0184615384615385,0.00833688848192252,-0.103591529758152,-8.67544288468379e-05
APCAD damping effect,C_dc,0.0193589743589744,0.00838129671009763,-0.104141807546019,-8.67565232032935e-05
APCAD damping effect,C_dc,0.0202564102564103,0.00842616890927942,-0.104697817861136,-8.6757221814315e-05
APCAD damping effect,C_dc,0.0211538461538462,0.00847151234356984,-0.105259650164467,-8.67538143795935e-05
APCAD damping effect,C_dc,0.0220512820512821,0.00851733415015614,-0.105827392359348,-8.67551491452283e-05
APCAD damping effect,C_dc,0.022948717948718,0.00856364197585599,-0.106401138604009,-8.67541818344742e-05
APCAD damping effect,C_dc,0.0238461538461539,0.0086104431357859,-0.10698097898209,-8.67569676375642e-05
APCAD damping effect,C_dc,0.0247435897435897,0.00865774564723864,-0.107567012191947,-8.67561746199941e-05
APCAD damping effect,C_dc,0.0256410256410256,0.00870555744510806,-0.108159335933045,-8.6756289983763e-05
APCAD damping effect,C_dc,0.0265384615384615,0.00875388630522022,-0.10875804592135,-8.67533272870813e-05
APCAD damping effect,C_dc,0.0274358974358974,0.00880274046818211,-0.109363243605186,-8.67553341359802e-05
APCAD damping effect,C_dc,0.0283333333333333,0.00885212888454222,-0.10997503914749,-8.67550301659487e-05
APCAD damping effect,C_dc,0.0292307692307692,0.00890205928672815,-0.110593527718865,-8.67599537901099e-05
APCAD damping effect,C_dc,0.0301282051282051,0.00895254129784667,-0.111218827737527,-8.6755799447653e-05
APCAD damping effect,C_dc,0.031025641025641,0.00900358337121827,-0.111851043235268,-8.67552393203214e-05
APCAD damping effect,C_dc,0.0319230769230769,0.00905519473051911,-0.112490287703412,-8.67567263608954e-05
APCAD damping effect,C_dc,0.0328205128205128,0.00910738474710947,-0.113136676437327,-8.67559312173437e-05
APCAD damping effect,C_dc,0.0337179487179487,0.0091601630208798,-0.113790327544022,-8.67558526651269e-05
APCAD damping effect,C_dc,0.0346153846153846,0.00921353898358495,-0.114451357043668,-8.67568097843059e-05
APCAD damping effect,C_dc,0.0355128205128205,0.00926752299789751,-0.115119892401724,-8.67561937147338e-05
APCAD damping effect,C_dc,0.0364102564102564,0.00932212499383956,-0.115796055742697,-8.67556115019836e-05
APCAD damping effect,C_dc,0.0373076923076923,0.00937735547044528,-0.116479976191371,-8.67564477221808e-05
APCAD damping effect,C_dc,0.0382051282051282,0.00943322497953982,-0.117171783493501,-8.67548772709743e-05
APCAD damping effect,C_dc,0.0391025641025641,0.00948974441030134,-0.117871611548306,-8.67570975036421e-05
APCAD damping effect,C_dc,0.04,0.00954692478730363,-0.1185795958856,-8.67568004937307e-05
