Factor,Sweep,Value,DeltaDampingRatio,DeltaSigma,DeltaMaxReal
DVC type effect (Type a to Type c),k_ff_msc_typec,0.000755721477169494,2.41032995722361e-05,-0.000303201668111708,-0.000303201668111708
DVC type effect (Type a to Type c),k_ff_msc_typec,0.000818698266933618,2.61119261363626e-05,-0.000328468686447758,-0.000328468686447758
DVC type effect (Type a to Type c),k_ff_msc_typec,0.000881675056697742,2.81205591818341e-05,-0.000353735783773956,-0.000353735783773956
DVC type effect (Type a to Type c),k_ff_msc_typec,0.000944651846461867,3.01291908170482e-05,-0.000379002860480426,-0.000379002860480426
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00100762863622599,3.21378215894681e-05,-0.000404269923806488,-0.000404269923806488
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00107060542599012,3.41464584956361e-05,-0.000429537061434448,-0.000429537061434448
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00113358221575424,3.61550996356048e-05,-0.000454804250207719,-0.000454804250207719
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00119655900551836,3.81637456859131e-05,-0.000480071497961365,-0.000480071497961365
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00125953579528249,4.01723868092077e-05,-0.000505338680639733,-0.000505338680639733
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00132251258504661,4.21810365936037e-05,-0.000530605970104681,-0.000530605970104681
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00138548937481074,4.41896837745041e-05,-0.000555873223797576,-0.000555873223797576
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00144846616457486,4.61983426695688e-05,-0.000581140622559539,-0.000581140622559539
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00151144295433899,4.82069960839673e-05,-0.000606407949468979,-0.000606407949468979
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00157441974410311,5.02156583813505e-05,-0.000631675385905694,-0.000631675385905694
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00163739653386724,5.22243207558663e-05,-0.000656942820207007,-0.000656942820207007
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00170037332363136,5.42329818655884e-05,-0.000682210235985137,-0.000682210235985137
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00176335011339548,5.62416474071663e-05,-0.000707477704829707,-0.000707477704829707
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00182632690315961,5.82503191832659e-05,-0.000732745249786282,-0.000732745249786282
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00188930369292373,6.02589952410325e-05,-0.000758012846044487,-0.000758012846044487
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00195228048268786,6.22676685804145e-05,-0.000783280405221465,-0.000783280405221465
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00201525727245198,6.42763441450322e-05,-0.000808547989523345,-0.000808547989523345
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00207823406221611,6.62850316996751e-05,-0.000833815722450115,-0.000833815722450115
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00214121085198023,6.82937121173482e-05,-0.000859083362637403,-0.000859083362637403
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00220418764174436,7.03023982437951e-05,-0.000884351072192424,-0.000884351072192424
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00226716443150848,7.23110869888365e-05,-0.000909618811799962,-0.000909618811799962
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00233014122127261,7.4319784221958e-05,-0.000934886656107109,-0.000934886656107109
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00239311801103673,7.63284759881938e-05,-0.000960154428464977,-0.000960154428464977
DVC type effect (Type a to Type c),k_ff_msc_typec,0.00245609480080085,7.83371711564063e-05,-0.000985422240949635,-0.000985422240949635
APCAD damping effect after Type c,k_ff_msc_typec,0,0.0255298878146961,-0.317483658700134,-0.317483658700134
APCAD damping effect after Type c,k_ff_msc_typec,6.29767897641245e-05,0.0255178693516905,-0.317337254245614,-0.317337254245614
APCAD damping effect after Type c,k_ff_msc_typec,0.000125953579528249,0.0255058495031834,-0.317190829422444,-0.317190829422444
APCAD damping effect after Type c,k_ff_msc_typec,0.000188930369292373,0.0254938282488788,-0.317044383990721,-0.317044383990721
APCAD damping effect after Type c,k_ff_msc_typec,0.000251907159056498,0.02548180561171,-0.316897918230502,-0.316897918230502
APCAD damping effect after Type c,k_ff_msc_typec,0.000314883948820622,0.0254697815794192,-0.316751431985613,-0.316751431985613
APCAD damping effect after Type c,k_ff_msc_typec,0.000377860738584747,0.0254577561716662,-0.316604925506975,-0.316604925506975
APCAD damping effect after Type c,k_ff_msc_typec,0.000440837528348871,0.0254457293883261,-0.316458398785111,-0.316458398785111
APCAD damping effect after Type c,k_ff_msc_typec,0.000503814318112996,0.0254337011941086,-0.316311851394132,-0.316311851394132
APCAD damping effect after Type c,k_ff_msc_typec,0.00056679110787712,0.0254216716414746,-0.316165283974568,-0.316165283974568
APCAD damping effect after Type c,k_ff_msc_typec,0.000629767897641245,0.0254096407000619,-0.316018696154903,-0.316018696154903
APCAD damping effect after Type c,k_ff_msc_typec,0.000692744687405369,0.0253976083786493,-0.315872088047054,-0.315872088047054
APCAD damping effect after Type c,k_ff_msc_typec,0.000755721477169494,0.0253855746942295,-0.315725459854569,-0.315725459854569
APCAD damping effect after Type c,k_ff_msc_typec,0.000818698266933618,0.0253735396491435,-0.315578811603814,-0.315578811603814
APCAD damping effect after Type c,k_ff_msc_typec,0.000881675056697742,0.0253615032099268,-0.315432142892502,-0.315432142892502
APCAD damping effect after Type c,k_ff_msc_typec,0.000944651846461867,0.0253494653775589,-0.315285453740958,-0.315285453740958
APCAD damping effect after Type c,k_ff_msc_typec,0.00100762863622599,0.0253374262389446,-0.315138745194529,-0.315138745194529
APCAD damping effect after Type c,k_ff_msc_typec,0.00107060542599012,0.0253253856824577,-0.314992015903057,-0.314992015903057
APCAD damping effect after Type c,k_ff_msc_typec,0.00113358221575424,0.0253133438063172,-0.314845267055677,-0.314845267055677
APCAD damping effect after Type c,k_ff_msc_typec,0.00119655900551836,0.0253013005330904,-0.314698497718126,-0.314698497718126
APCAD damping effect after Type c,k_ff_msc_typec,0.00125953579528249,0.0252892559434617,-0.314551708866866,-0.314551708866866
APCAD damping effect after Type c,k_ff_msc_typec,0.00132251258504661,0.0252772099801506,-0.314404899808773,-0.314404899808773
APCAD damping effect after Type c,k_ff_msc_typec,0.00138548937481074,0.0252651626795363,-0.314258070987536,-0.314258070987536
APCAD damping effect after Type c,k_ff_msc_typec,0.00144846616457486,0.0252531139699995,-0.31411122153414,-0.31411122153414
APCAD damping effect after Type c,k_ff_msc_typec,0.00151144295433899,0.0252410639680078,-0.313964352861469,-0.313964352861469
APCAD damping effect after Type c,k_ff_msc_typec,0.00157441974410311,0.0252290125901176,-0.313817463960175,-0.313817463960175
APCAD damping effect after Type c,k_ff_msc_typec,0.00163739653386724,0.0252169598765879,-0.313670555314197,-0.313670555314197
APCAD damping effect after Type c,k_ff_msc_typec,0.00170037332363136,0.0252049058132277,-0.313523626762953,-0.313523626762953
APCAD damping effect after Type c,k_ff_msc_typec,0.00176335011339548,0.0251928504383424,-0.313376678757914,-0.313376678757914
APCAD damping effect after Type c,k_ff_msc_typec,0.00182632690315961,0.0251807936918416,-0.313229710581717,-0.313229710581717
APCAD damping effect after Type c,k_ff_msc_typec,0.00188930369292373,0.0251687356070811,-0.313082722635099,-0.313082722635099
APCAD damping effect after Type c,k_ff_msc_typec,0.00195228048268786,0.0251566762158896,-0.312935715306638,-0.312935715306638
APCAD damping effect after Type c,k_ff_msc_typec,0.00201525727245198,0.0251446154760778,-0.312788688084497,-0.312788688084497
APCAD damping effect after Type c,k_ff_msc_typec,0.00207823406221611,0.0251325533645126,-0.312641640687473,-0.312641640687473
APCAD damping effect after Type c,k_ff_msc_typec,0.00214121085198023,0.0251204899669133,-0.312494574161535,-0.312494574161535
APCAD damping effect after Type c,k_ff_msc_typec,0.00220418764174436,0.0251084252591294,-0.312347488206906,-0.312347488206906
APCAD damping effect after Type c,k_ff_msc_typec,0.00226716443150848,0.0250963591949741,-0.312200382270011,-0.312200382270011
APCAD damping effect after Type c,k_ff_msc_typec,0.00233014122127261,0.0250842918302642,-0.31205325702168,-0.31205325702168
APCAD damping effect after Type c,k_ff_msc_typec,0.00239311801103673,0.0250722231199677,-0.311906111930274,-0.311906111930274
APCAD damping effect after Type c,k_ff_msc_typec,0.00245609480080085,0.0250601531155877,-0.311758947608021,-0.311758947608021
