SFunction,MscAdIqGain_A_per_radps,MscAdIqLimit_A,PrefRamp_W_per_s,PresyncTime_s,MscIqLimit_A,DcEnergyKp_W_per_V,DcEnergyKi_W_per_Vs,DcEnergyLimit_W,DcEnergyTarget_V,DcIntegralEnableTime_s,MscDvcKp,MscDvcKi,MscDvcKc,MscPowerFf_A_per_W,MscDvcEnableTime_s,MscDvcNonnegativeIntegral,MscCurrentPiFreezeUntilDvc,MotorVoltagePositiveLimit_V,MotorVoltageNegativeLimit_V,DcEnergyDeadband_V,PrefDisturbanceStart_s,PrefDisturbanceEnd_s,PrefDisturbanceDelta_W,LvrtUdcThreshold_V,LvrtBlendRange_V,LvrtMinPower_W,GscCurrentVectorLimit_A,GscModulationLimit,LvrtEnableTime_s,MscLvrtIqLimit_A,MscLvrtModulationLimit,MscLvrtUdcPowerGain_W_per_V,LvrtPccVoltageThreshold_V,MscVectorAwGain,GscCurrentRefAwGain,GscVoltageAwGain,GscLvrtActiveCurrentPriority,DcEnergyLvrtOnly,GscLvrtFreezeCurrentPi,MscLvrtFreezeCurrentPi,BuildTime
main_legacy_liu2024_5mw_stable,23919.8009260216,607.562943520949,500000,1.75,18226.8883056285,0,0,0,1500,6,7.89831826577233,0.000108974358974359,1e-05,0.00309857101195684,1.25,1,1,779.422863405995,779.422863405995,0,1000000000,1000000000,0,1000000000,1,0,8695.65217391304,0.9,0,0,0,0,0,0,0.05,0.05,0,0,0,0,2026-07-18 19:50:26
