Model,Parameter,Value,Sigma,FrequencyHz,DampingRatio,MaxReal,Stable
GFM-MWT,mp,1.39997369987299e-06,-0.0830861620860733,1.99738960204149,0.00662028259259925,-0.0152794950372241,1
GFM-MWT,mp,1.5707963267949e-06,-0.0830473205812049,1.99736535993462,0.00661726815726766,-0.0152761325544926,1
GFM-MWT,mp,1.76246246661361e-06,-0.083017939648542,1.99734341029587,0.00661499985762334,-0.0152731403231435,1
GFM-MWT,mp,1.97751541255503e-06,-0.0829960410816817,1.99732361037014,0.00661332057757812,-0.0152704735567608,1
GFM-MWT,mp,2.2188087865533e-06,-0.082980009215856,1.99730580179202,0.00661210212888335,-0.0152680959837265,1
GFM-MWT,mp,2.48954440508015e-06,-0.0829685387249793,1.99728982082758,0.00661124106082504,-0.0152659840561053,1
GFM-MWT,mp,2.79331476530414e-06,-0.0829605837288092,1.99727550538287,0.00661065458427703,-0.015264102162422,1
GFM-MWT,mp,3.1341507153454e-06,-0.082955313418055,1.9972626995055,0.00661027702277982,-0.0152624244382427,1
GFM-MWT,mp,3.51657494118124e-06,-0.0829520723389621,1.99725125613571,0.00661005664018658,-0.0152609307627999,1
GFM-MWT,mp,3.94566197994119e-06,-0.0829503464381073,1.99724103859445,0.00660995293108459,-0.0152595975709418,1
GFM-MWT,mp,4.42710555593164e-06,-0.0829497354968167,1.99723192118527,0.00660993442299792,-0.0152584106404223,1
GFM-MWT,mp,4.96729413289805e-06,-0.0829499295977814,1.99722378923137,0.00660997680154228,-0.0152573537841738,1
GFM-MWT,mp,5.57339568505748e-06,-0.0829506901993161,1.99721653872529,0.00661006140385759,-0.0152564121252245,1
GFM-MWT,mp,6.25345281176143e-06,-0.0829518354353271,1.9972100757671,0.00661017404934884,-0.0152555730717706,1
