Model,Scan,XParameter,YParameter,XFactor,YFactor,XValue,YValue,MaxReal,Sigma,FrequencyHz,DampingRatio,Stable
GFM-MWT,h_mp,h,mp,0.0135935639087853,0.735642254459641,6.88657992577943,1.15554415114032e-06,1718.24911096447,0.101457998447249,2.0146943042605,-0.0080146269903205,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,1,6.88657992577943,1.5707963267949e-06,1718.24909822619,0.0935452020509704,2.01988721539263,-0.00737059811282421,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,1.35935639087853,6.88657992577943,2.13527202559716e-06,1718.24908882998,0.0808015215154296,2.02673893021525,-0.00634502179716851,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,1.84784979742229,6.88657992577943,2.90259567425963e-06,1718.24908190422,0.060203623272671,2.03565031133877,-0.00470689786017765,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,2.51188643150958,6.88657992577943,3.94566197994119e-06,1718.24907680153,0.0270496113414804,2.04699561269064,-0.00210311629693611,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,3.4145488738336,6.88657992577943,5.36356082867947e-06,1718.24907304449,-0.0256471242695926,2.06099199580635,0.0019805310289066,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,4.64158883361278,6.88657992577943,7.29099069033116e-06,1718.24907027826,-0.107712761626396,2.07746976307931,0.00825159293193242,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,6.30957344480193,6.88657992577943,9.9110547907375e-06,1718.24906824248,-0.232183004914738,2.09548454965838,0.0176318782451229,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,8.57695898590894,6.88657992577943,1.34726556701362e-05,1718.24906674371,-0.415121812410939,2.11256669192001,0.0312588484997303,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,11.6591440117983,6.88657992577943,1.83141405873055e-05,1718.24906564103,-0.671093918628094,2.12294189882267,0.0502477214142513,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,15.8489319246111,6.88657992577943,2.48954440508015e-05,1718.24906483012,-0.97914386007191,2.11500987902325,0.0734815930725191,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,21.5443469003188,6.88657992577943,3.38417809742158e-05,1718.24906423296,-1.21299272347382,2.08395496142222,0.0922432143544303,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,29.2864456462524,6.88657992577943,4.60030412460116e-05,1718.24906379412,-1.30318848627967,2.0502236341347,0.100650307315882,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,39.8107170553497,6.88657992577943,6.25345281176143e-05,1718.24906347106,-1.3191267328231,2.02539822564404,0.103103996940479,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,54.1169526546464,6.88657992577943,8.50067104472519e-05,1718.24906323315,-1.31067125612552,2.00848425189867,0.103303658894322,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,73.5642254459641,6.88657992577943,0.000115554415114032,1718.24906305823,-1.296389963865,1.99696095618885,0.102773330937513,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,100,6.88657992577943,0.00015707963267949,1718.24906292973,-1.28245103090453,1.98900079366095,0.102082486022139,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.01,9.36131643340403,1.5707963267949e-08,1718.24990172674,0.115902105917593,1.99984592230248,-0.00922351477285194,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0135935639087853,9.36131643340403,2.13527202559716e-08,1718.24982889557,0.11585967729056,1.99992135150531,-0.009219790862618,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0184784979742229,9.36131643340403,2.90259567425963e-08,1718.24970236896,0.115801681247201,2.00002386237021,-0.00921470380872104,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0251188643150958,9.36131643340403,3.94566197994119e-08,1718.24955895688,0.115722252769664,2.00016316620966,-0.00920774269626536,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.034145488738336,9.36131643340403,5.36356082867947e-08,1718.24942378757,0.115613190996335,2.00035244657122,-0.00919819527246922,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0464158883361278,9.36131643340403,7.29099069033116e-08,1718.24930845642,0.115462928376963,2.00060959198689,-0.00918506073481083,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0630957344480193,9.36131643340403,9.9110547907375e-08,1718.24921552881,0.115254970151819,2.00095885882328,-0.00916691884922945,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0857695898590894,9.36131643340403,1.34726556701362e-07,1718.24914314569,0.114965483422178,2.00143310763373,-0.00914172965408332,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.116591440117983,9.36131643340403,1.83141405873055e-07,1718.24908790727,0.11455949617,2.00207679816981,-0.00910652083221511,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.158489319246111,9.36131643340403,2.48954440508015e-07,1718.24904628066,0.113984791336681,2.00294997630385,-0.00905689065607374,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.215443469003188,9.36131643340403,3.38417809742158e-07,1718.24901516084,0.11316194230501,2.00413353504027,-0.00898620524832012,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.292864456462524,9.36131643340403,4.60030412460116e-07,1718.24899201494,0.111967866035058,2.00573606729868,-0.0088842875903722,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.398107170553497,9.36131643340403,6.25345281176143e-07,1718.24897485684,0.110208527695206,2.00790261875645,-0.00873526563212865,0
