Factor,Sweep,Value,DeltaDampingRatio,DeltaSigma,DeltaMaxReal
APCAD damping effect,XR,18.5384615384615,0.00537496242783112,-0.0667635935836388,1.48702383739874e-10
APCAD damping effect,XR,19.025641025641,0.00537100557325453,-0.0667142854675458,4.20641299569979e-11
APCAD damping effect,XR,19.5128205128205,0.00536724885743748,-0.0666674723791736,9.95896698441356e-11
APCAD damping effect,XR,20,0.00536367748697301,-0.0666229698218861,-9.7998054116033e-11
Synchronization effect (PLL to GFM),C_dc,0.000375,5.68295410730002e-15,-7.11097847272413e-14,-76.3688943627224
Synchronization effect (PLL to GFM),C_dc,0.000442307692307692,1.45543299634454e-15,-1.83186799063151e-14,-77.1072692594794
Synchronization effect (PLL to GFM),C_dc,0.000509615384615385,-7.75421393761633e-16,9.99200722162641e-15,-77.6508400039306
Synchronization effect (PLL to GFM),C_dc,0.000576923076923077,4.59875193481452e-15,-5.79258863098175e-14,-78.0674613814012
Synchronization effect (PLL to GFM),C_dc,0.000644230769230769,5.00467722819309e-15,-6.26165785888588e-14,-78.3968381685957
Synchronization effect (PLL to GFM),C_dc,0.000711538461538462,9.52363188311267e-15,-1.19682042054592e-13,-78.6637176533959
Synchronization effect (PLL to GFM),C_dc,0.000778846153846154,2.22218077272629e-15,-2.77833311912445e-14,-78.884313456266
Synchronization effect (PLL to GFM),C_dc,0.000846153846153846,6.44276298977786e-15,-8.12683254025615e-14,-79.0696860613089
Synchronization effect (PLL to GFM),C_dc,0.000913461538461539,8.73780214849518e-15,-1.0991207943789e-13,-79.227636572718
Synchronization effect (PLL to GFM),C_dc,0.000980769230769231,2.59688104353728e-15,-3.34454686168328e-14,-79.3638235213634
Synchronization effect (PLL to GFM),C_dc,0.00104807692307692,5.8564264548977e-15,-7.34967642301854e-14,-79.4824504085145
Synchronization effect (PLL to GFM),C_dc,0.00111538461538462,-4.23272528138341e-16,5.82867087928207e-15,-79.586704702685
Synchronization effect (PLL to GFM),C_dc,0.00118269230769231,5.09661757241986e-15,-6.4170890823334e-14,-79.6790470812293
Synchronization effect (PLL to GFM),C_dc,0.00125,5.13651621236733e-15,-6.48370246381091e-14,-79.7614072485717
Synchronization effect (PLL to GFM),C_dc,0.00131730769230769,1.17267306976032e-15,-1.48769885299771e-14,-79.8353197352612
Synchronization effect (PLL to GFM),C_dc,0.00138461538461538,-2.15105711021124e-16,2.88657986402541e-15,-79.902020060445
Synchronization effect (PLL to GFM),C_dc,0.00145192307692308,-6.59541865566382e-15,8.35997937542743e-14,-79.9625141438837
Synchronization effect (PLL to GFM),C_dc,0.00151923076923077,6.59888810261577e-15,-8.30446822419617e-14,-80.017629241851
Synchronization effect (PLL to GFM),C_dc,0.00158653846153846,2.86229373536173e-15,-3.61932706027801e-14,-80.0680519099899
Synchronization effect (PLL to GFM),C_dc,0.00165384615384615,7.59808882477842e-16,-9.18709552877317e-15,-80.1143566810715
Synchronization effect (PLL to GFM),C_dc,0.00172115384615385,2.64545330086463e-15,-3.31956684362922e-14,-80.1570280114142
Synchronization effect (PLL to GFM),C_dc,0.00178846153846154,-1.25593979660721e-15,1.58761892521397e-14,-80.1964772607394
Synchronization effect (PLL to GFM),C_dc,0.00185576923076923,1.07084480172048e-14,-1.34781075189494e-13,-80.2330559706174
Synchronization effect (PLL to GFM),C_dc,0.00192307692307692,4.52936299577544e-15,-5.65936186802674e-14,-80.2670663553267
Synchronization effect (PLL to GFM),C_dc,0.00199038461538462,6.70297151117438e-15,-8.43491942958963e-14,-80.2987696562591
Synchronization effect (PLL to GFM),C_dc,0.00205769230769231,-7.85829734617494e-15,9.85878045867139e-14,-80.3283928564153
Synchronization effect (PLL to GFM),C_dc,0.002125,4.75140760070047e-15,-5.97022431492178e-14,-80.3561341171592
Synchronization effect (PLL to GFM),C_dc,0.00219230769230769,9.99200722162641e-16,-1.24067423001861e-14,-80.3821672103172
Synchronization effect (PLL to GFM),C_dc,0.00225961538461539,1.61849700308636e-15,-2.01783034725622e-14,-80.4066451560634
Synchronization effect (PLL to GFM),C_dc,0.00232692307692308,3.94476118437126e-15,-4.95992136251289e-14,-80.4297032333682
Synchronization effect (PLL to GFM),C_dc,0.00239423076923077,7.73513197938058e-15,-9.70612479278543e-14,-80.4514614752125
Synchronization effect (PLL to GFM),C_dc,0.00246153846153846,2.58647270268142e-15,-3.23907567434389e-14,-80.4720267582247
Synchronization effect (PLL to GFM),C_dc,0.00252884615384615,1.49238260638285e-14,-1.88044024795886e-13,-80.4914945582145
Synchronization effect (PLL to GFM),C_dc,0.00259615384615385,-2.04870842512861e-15,2.59792187762287e-14,-80.5099504280588
Synchronization effect (PLL to GFM),C_dc,0.00266346153846154,-2.33840724561674e-15,2.9393154576951e-14,-80.527471255275
Synchronization effect (PLL to GFM),C_dc,0.00273076923076923,1.38309502739631e-14,-1.738609256563e-13,-80.544126331642
Synchronization effect (PLL to GFM),C_dc,0.00279807692307692,4.44609626892856e-15,-5.59552404411079e-14,-80.5599782685026
Synchronization effect (PLL to GFM),C_dc,0.00286538461538462,5.1382509358433e-15,-6.3948846218409e-14,-80.5750837832375
Synchronization effect (PLL to GFM),C_dc,0.00293269230769231,1.22471477403963e-15,-1.54321000422897e-14,-80.5894943765275
Synchronization effect (PLL to GFM),C_dc,0.003,-1.71911096469302e-15,2.22044604925031e-14,-80.6032569168965
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000375,-0.00227465219195554,0.0285834769101087,1.25216956803342e-08
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000442307692307692,-0.00227471978277843,0.028584326864978,1.04573700809851e-08
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000509615384615385,-0.00227478738406444,0.0285851769515342,9.20135789783671e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000576923076923077,-0.00227485499562733,0.0285860271674363,8.30959834274836e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000644230769230769,-0.00227492261761158,0.0285868775144984,7.085418474162e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000711538461538462,-0.00227499025020627,0.0285877279950945,6.58610588288866e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000778846153846154,-0.00227505789280509,0.0285885786016155,6.22230800217949e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000846153846153846,-0.00227512554608868,0.0285894293426074,5.67297320230864e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000913461538461539,-0.00227519320969238,0.028590280213483,4.71482053399086e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.000980769230769231,-0.0022752608839143,0.0285911312179939,4.89080775878392e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00104807692307692,-0.00227532856822461,0.0285919823494893,4.5251908886712e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00111538461538462,-0.00227539626344295,0.0285928336182473,4.41764314018656e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00118269230769231,-0.00227546396839897,0.0285936850095956,4.12433109886479e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00125,-0.0022755316840018,0.0285945365349339,3.89445631299168e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00131730769230769,-0.00227559941016672,0.0285953881931951,3.69982444681227e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00138461538461538,-0.00227566714660935,0.0285962399808191,3.48290996043943e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00145192307692308,-0.00227573489377226,0.0285970919033521,3.49564288626425e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00151923076923077,-0.00227580265130651,0.0285979439564229,2.97200131171849e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00158653846153846,-0.00227587041904669,0.0285987961379588,3.31579030898865e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00165384615384615,-0.00227593819715453,0.0285996484499715,2.29010765906423e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00172115384615385,-0.00227600598523866,0.0286005008875789,2.41948328039143e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00178846153846154,-0.00227607378531346,0.0286013534760153,3.10046743834391e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00185576923076923,-0.00227614159495986,0.028602206184966,2.71074895863421e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00192307692307692,-0.0022762094150568,0.0286030590254438,2.60524757322855e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00199038461538462,-0.00227627724596929,0.0286039120020257,2.54885890171863e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00205769230769231,-0.0022763450862238,0.0286047650962437,2.19711182580795e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.002125,-0.00227641293750892,0.0286056183292622,1.92426341527607e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00219230769230769,-0.00227648079964781,0.0286064716988647,2.07023731491063e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00225961538461539,-0.00227654867188812,0.0286073251956161,2.05295691557694e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00232692307692308,-0.00227661655463847,0.0286081788246485,2.19029061554465e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00239423076923077,-0.00227668444792911,0.0286090325863349,2.06591721507721e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00246153846153846,-0.00227675235160932,0.0286098864787871,1.94268068298697e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00252884615384615,-0.00227682026569835,0.0286107405022483,1.65823621500749e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00259615384615385,-0.00227688819076222,0.0286115946638061,1.97724148165435e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00266346153846154,-0.0022769561253464,0.0286124489452388,2.0274910639273e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00273076923076923,-0.00227702407096906,0.0286133033655713,1.65891833603382e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00279807692307692,-0.00227709202692084,0.0286141579159091,1.82126314030029e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00286538461538462,-0.0022771599938919,0.0286150126049118,1.42654243973084e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.00293269230769231,-0.00227722797044523,0.0286158674145579,1.46928869071417e-09
DC-link allocation effect (GSC-DVC to MSC-DVC),C_dc,0.003,-0.00227729595796475,0.0286167223622038,1.69529812410474e-09
APCAD damping effect,C_dc,0.000375,0.00579695303092516,-0.0720293712946688,7.68523022998124e-11
APCAD damping effect,C_dc,0.000442307692307692,0.00579743843146184,-0.0720353889674713,-1.54614099301398e-11
APCAD damping effect,C_dc,0.000509615384615385,0.00579792392558293,-0.072041407797627,2.43744580075145e-10
APCAD damping effect,C_dc,0.000576923076923077,0.00579840947818194,-0.0720474273514226,-3.20596882374957e-11
APCAD damping effect,C_dc,0.000644230769230769,0.00579889511875391,-0.0720534479933684,-1.16415321826935e-10
APCAD damping effect,C_dc,0.000711538461538462,0.00579938084872695,-0.0720594697407582,5.22959453519434e-11
APCAD damping effect,C_dc,0.000778846153846154,0.00579986663847065,-0.0720654922281386,5.3887561080046e-11
APCAD damping effect,C_dc,0.000846153846153846,0.00580035252534484,-0.0720715159164446,-1.06410880107433e-10
APCAD damping effect,C_dc,0.000913461538461539,0.00580083848224936,-0.0720775404709663,6.54836185276508e-11
APCAD damping effect,C_dc,0.000980769230769231,0.00580132452681758,-0.0720835661100782,-1.54614099301398e-11
APCAD damping effect,C_dc,0.00104807692307692,0.00580181064687657,-0.0720895926829077,8.41282599139959e-11
APCAD damping effect,C_dc,0.00111538461538462,0.00580229685471165,-0.0720956203410702,-1.33013600134291e-10
APCAD damping effect,C_dc,0.00118269230769231,0.00580278313124059,-0.0721016488493476,-8.43556335894391e-11
APCAD damping effect,C_dc,0.00125,0.00580326948587693,-0.07210767832411,-1.97815097635612e-10
APCAD damping effect,C_dc,0.00131730769230769,0.00580375592541954,-0.0721137088485695,3.41060513164848e-12
APCAD damping effect,C_dc,0.00138461538461538,0.00580424244418941,-0.0721197403531643,3.72892827726901e-11
APCAD damping effect,C_dc,0.00145192307692308,0.00580472904718215,-0.0721257728994375,-6.77573552820832e-11
APCAD damping effect,C_dc,0.00151923076923077,0.00580521572947425,-0.0721318064266906,1.09139364212751e-11
APCAD damping effect,C_dc,0.00158653846153846,0.00580570248753073,-0.0721378408914902,-1.81444193003699e-10
APCAD damping effect,C_dc,0.00165384615384615,0.00580618932400381,-0.0721438763253149,7.95807864051312e-11
APCAD damping effect,C_dc,0.00172115384615385,0.00580667623546293,-0.0721499126878754,-2.38742359215394e-11
APCAD damping effect,C_dc,0.00178846153846154,0.0058071632591835,-0.0721559504370985,-2.72848410531878e-11
APCAD damping effect,C_dc,0.00185576923076923,0.00580765032799016,-0.0721619887457382,-6.3664629124105e-12
APCAD damping effect,C_dc,0.00192307692307692,0.00580813749611509,-0.0721680282818271,-1.23918653116561e-10
APCAD damping effect,C_dc,0.00199038461538462,0.00580862472504048,-0.0721740685715512,-5.6843418860808e-12
APCAD damping effect,C_dc,0.00205769230769231,0.00580911204184898,-0.072180109947075,4.72937244921923e-11
APCAD damping effect,C_dc,0.002125,0.00580959945187712,-0.0721861524755005,2.41016095969826e-11
APCAD damping effect,C_dc,0.00219230769230769,0.00581008693362036,-0.0721921958913267,-1.5688783605583e-11
APCAD damping effect,C_dc,0.00225961538461539,0.0058105744880893,-0.0721982402067641,-1.2732925824821e-11
APCAD damping effect,C_dc,0.00232692307692308,0.00581106212997924,-0.0722042856035695,-1.05046638054773e-10
APCAD damping effect,C_dc,0.00239423076923077,0.00581154984976089,-0.0722103319639269,2.68300937023014e-11
APCAD damping effect,C_dc,0.00246153846153846,0.00581203765067427,-0.0722163793278034,4.09272615797818e-11
APCAD damping effect,C_dc,0.00252884615384615,0.00581252553917893,-0.0722224277745857,4.93400875711814e-11
APCAD damping effect,C_dc,0.00259615384615385,0.00581301351266647,-0.0722284772722477,-1.5052137314342e-10
APCAD damping effect,C_dc,0.00266346153846154,0.00581350154105613,-0.0722345274502512,3.68345354218036e-11
APCAD damping effect,C_dc,0.00273076923076923,0.00581398966135516,-0.0722405787646666,8.04902811069041e-11
APCAD damping effect,C_dc,0.00279807692307692,0.00581447786276734,-0.0722466310820411,8.00355337560177e-11
APCAD damping effect,C_dc,0.00286538461538462,0.00581496614494365,-0.0722526843988681,1.45746525959112e-10
APCAD damping effect,C_dc,0.00293269230769231,0.00581545450212169,-0.072258738643169,3.5242919693701e-11
APCAD damping effect,C_dc,0.003,0.00581594295326783,-0.0722647940496406,4.91127138957381e-11
