Polarity,BandwidthHz,Kp,Ki,MaxReal,DominantFrequencyHz,TorsionSigma,TorsionFrequencyHz,TorsionDampingRatio
1,10,2638.93782901543,118435.252813072,10.640346727903,1.9711144326048,-0.153034085170467,1.99727355273463,0.0121937830095255
-1,0.001,-0.263893782901543,-0.00118435252813072,0.0120542642612863,0,-0.153034085170463,1.99727355273463,0.0121937830095252
-1,0.00120679264063933,-0.318465075116054,-0.00172483000116793,0.014543597340131,0,-0.153034085170465,1.99727355273462,0.0121937830095253
-1,0.00145634847750124,-0.384321308950705,-0.00251195354614938,0.0175461434393815,0,-0.153034085170466,1.99727355273463,0.0121937830095254
-1,0.00175751062485479,-0.463796127282585,-0.0036582797224885,0.0211673215781136,0,-0.153034085170467,1.99727355273462,0.0121937830095255
-1,0.00212095088792019,-0.559705753161645,-0.0053277301041198,0.0255339949629367,0,-0.153034085170463,1.99727355273462,0.0121937830095252
-1,0.00255954792269954,-0.675448783838966,-0.00775903162567241,0.0307988019552884,0,-0.15303408517046,1.99727355273463,0.0121937830095249
-1,0.00308884359647748,-0.815126621465649,-0.011299853894932,0.0371452145895171,0,-0.153034085170462,1.99727355273463,0.012193783009525
-1,0.00372759372031494,-0.983688807973944,-0.0164565250158707,0.0447935960840674,0,-0.153034085170463,1.99727355273463,0.0121937830095252
-1,0.00449843266896944,-1.18710841414223,-0.0239664351518245,0.0540083268519813,0,-0.153034085170465,1.99727355273463,0.0121937830095253
-1,0.00542867543932386,-1.43259369782787,-0.0349034813444919,0.065106179375875,0,-0.153034085170463,1.99727355273463,0.0121937830095251
-1,0.00655128556859551,-1.72884353156495,-0.0508316319155438,0.0784660847672258,0,-0.153034085170467,1.99727355273463,0.0121937830095255
-1,0.0079060432109077,-2.08635565070949,-0.0740285697491059,0.0945402839011709,0,-0.153034085170465,1.99727355273463,0.0121937830095254
-1,0.00954095476349994,-2.51779864503249,-0.107811394845705,0.113867216058587,0,-0.153034085170465,1.99727355273463,0.0121937830095253
-1,0.0115139539932645,-3.03846087543688,-0.157010960740828,0.137085688469465,0,-0.153034085170463,1.99727355273463,0.0121937830095252
