Index,VoltageScale,Kpv,Kiv,Kdamp,ZetaDamp,AlphaLead,MaxReal,DominantFrequencyHz,TorsionSigma,TorsionFrequencyHz,TorsionDampingRatio,Stable
14988,42.17,4.6387,11132.88,-23000000,0.5,0.35,-0.404650445271318,1.91747124299972,-0.404650445271318,1.91747124299972,0.0335680777134123,1
4137,27.384,3.01224,7229.376,-25200000,0.5,0.25,-0.403760467617715,1.89637323568482,-0.403760467617715,1.89637323568482,0.0338665463716952,1
7662,31.623,3.47853,8348.472,-25200000,0.5,0.25,-0.403731909509503,1.89638066605314,-0.403731909509503,1.89638066605314,0.0338640211932011,1
11187,36.517,4.01687,9640.488,-25200000,0.5,0.25,-0.403707238490691,1.89638709004797,-0.403707238490691,1.89638709004797,0.033861839647243,1
14712,42.17,4.6387,11132.88,-25200000,0.5,0.25,-0.403685909348937,1.89639264761442,-0.403685909348937,1.89639264761442,0.0338599535529031,1
4640,27.384,3.01224,7229.376,-21200000,0.5,0.7,-0.403500431708267,1.95989689313497,-0.403500431708267,1.95989689313497,0.0327489889218095,1
8165,31.623,3.47853,8348.472,-21200000,0.5,0.7,-0.403465424013876,1.95989961382211,-0.403465424013876,1.95989961382211,0.0327461052579674,1
11690,36.517,4.01687,9640.488,-21200000,0.5,0.7,-0.403435171518956,1.95990196711663,-0.403435171518956,1.95990196711663,0.0327436132604146,1
4614,27.384,3.01224,7229.376,-21400000,0.5,0.5,-0.403413671889229,1.93985074571209,-0.403413671889229,1.93985074571209,0.0330799372936704,1
15215,42.17,4.6387,11132.88,-21200000,0.5,0.7,-0.403409008959979,1.95990400389577,-0.403409008959979,1.95990400389577,0.0327414581414026,1
8139,31.623,3.47853,8348.472,-21400000,0.5,0.5,-0.403380003084396,1.93985502590654,-0.403380003084396,1.93985502590654,0.0330771065677717,1
11664,36.517,4.01687,9640.488,-21400000,0.5,0.5,-0.403350910203193,1.93985872709407,-0.403350910203193,1.93985872709407,0.0330746605287229,1
15189,42.17,4.6387,11132.88,-21400000,0.5,0.5,-0.403325752597418,1.93986192966981,-0.403325752597418,1.93986192966981,0.0330725453278317,1
3965,27.384,3.01224,7229.376,-26600000,0.5,0.7,-0.403119705970832,0.0510730309638283,-0.566909679726489,1.94740849684495,0.0462819140914248,1
7490,31.623,3.47853,8348.472,-26600000,0.5,0.7,-0.403119143098282,0.0510732280793411,-0.566861587745892,1.94741241032457,0.0462779035211012,1
11015,36.517,4.01687,9640.488,-26600000,0.5,0.7,-0.403118672439972,0.0510733963659169,-0.566820028087335,1.94741579507877,0.0462744376493746,1
14540,42.17,4.6387,11132.88,-26600000,0.5,0.7,-0.403118238306919,0.0510735458458472,-0.566784086882193,1.9474187243824,0.0462714402868683,1
3857,27.384,3.01224,7229.376,-27400000,0.35,0.25,-0.403045699117165,1.8763958133842,-0.403045699117165,1.8763958133842,0.034166173153728,1
7382,31.623,3.47853,8348.472,-27400000,0.35,0.25,-0.403025343127,1.87640508201878,-0.403025343127,1.87640508201878,0.0341642810304236,1
10907,36.517,4.01687,9640.488,-27400000,0.35,0.25,-0.40300776416595,1.87641309460582,-0.40300776416595,1.87641309460582,0.0341626468984406,1
14432,42.17,4.6387,11132.88,-27400000,0.35,0.25,-0.40299257071241,1.8764200262419,-0.40299257071241,1.8764200262419,0.0341612344171894,1
3888,27.384,3.01224,7229.376,-27200000,0.5,0.35,-0.402831900485792,0.0522791301766969,-0.510129792938796,1.89796125224175,0.042738225259296,1
7413,31.623,3.47853,8348.472,-27200000,0.5,0.35,-0.402831242166149,0.0522793252427531,-0.510092957462451,1.89796904737057,0.0427349696551934,1
10938,36.517,4.01687,9640.488,-27200000,0.5,0.35,-0.402830668790318,0.0522794945883003,-0.510061132059119,1.89797578690482,0.0427321567690744,1
14463,42.17,4.6387,11132.88,-27200000,0.5,0.35,-0.402830158161056,0.052279643138662,-0.510033614443991,1.89798161768027,0.0427297245635217,1
3862,27.384,3.01224,7229.376,-27400000,0.5,0.25,-0.402393524212846,0.0526872061420946,-0.450381680481308,1.88495307886208,0.0380002551988925,1
7387,31.623,3.47853,8348.472,-27400000,0.5,0.25,-0.402392823424542,0.0526874008286489,-0.450351595345065,1.88496151697188,0.037997550624525,1
10912,36.517,4.01687,9640.488,-27400000,0.5,0.25,-0.402392206588482,0.0526875707229967,-0.450325605638121,1.88496881215912,0.0379952141217253,1
14437,42.17,4.6387,11132.88,-27400000,0.5,0.25,-0.402391682811432,0.0526877164358897,-0.450303136783903,1.88497512334315,0.0379931940752612,1
4384,27.384,3.01224,7229.376,-23200000,0.35,0.5,-0.402351524475083,0,-0.45489325649043,1.92684516815119,0.0375471056907309,1
7909,31.623,3.47853,8348.472,-23200000,0.35,0.5,-0.402350393818327,0,-0.454857087577784,1.926851190414,0.0375440073231468,1
11434,36.517,4.01687,9640.488,-23200000,0.35,0.5,-0.402349289184865,0,-0.454825836748553,1.92685639725682,0.037541330204836,1
14959,42.17,4.6387,11132.88,-23200000,0.35,0.5,-0.402348482404567,0,-0.454798814015532,1.92686090227513,0.0375390152482504,1
3914,27.384,3.01224,7229.376,-27000000,0.5,0.5,-0.402188737028047,0.0518934355927056,-0.565550753212624,1.91940144144015,0.0468434516488278,1
7439,31.623,3.47853,8348.472,-27000000,0.5,0.5,-0.402188101135634,0.0518936307151738,-0.565505877204724,1.91940776900923,0.0468395887386762,1
10964,36.517,4.01687,9640.488,-27000000,0.5,0.5,-0.402187557338619,0.0518937987089377,-0.565467100285399,1.9194132402137,0.0468362507666398,1
14489,42.17,4.6387,11132.88,-27000000,0.5,0.5,-0.402187075295756,0.051893945699378,-0.565433568486735,1.91941797409672,0.0468333642494843,1
4333,27.384,3.01224,7229.376,-23600000,0.35,0.35,-0.402043844201852,1.90769515324004,-0.402043844201852,1.90769515324004,0.0335228095350385,1
7858,31.623,3.47853,8348.472,-23600000,0.35,0.35,-0.402015956074434,1.90770235443404,-0.402015956074434,1.90770235443404,0.0335203604176091,1
11383,36.517,4.01687,9640.488,-23600000,0.35,0.35,-0.401991863965699,1.90770858009504,-0.401991863965699,1.90770858009504,0.0335182445966421,1
14908,42.17,4.6387,11132.88,-23600000,0.35,0.35,-0.401971034733525,1.90771396612658,-0.401971034733525,1.90771396612658,0.0335164152772992,1
4410,27.384,3.01224,7229.376,-23000000,0.35,0.7,-0.401187978183734,0,-0.471984375755856,1.95117949257594,0.0384705963060237,1
7935,31.623,3.47853,8348.472,-23000000,0.35,0.7,-0.4011868560209,0,-0.471942713439322,1.95118344013546,0.0384671278005368,1
11460,36.517,4.01687,9640.488,-23000000,0.35,0.7,-0.401185793805686,0,-0.471906711734818,1.95118685399793,0.0384641305149385,1
14985,42.17,4.6387,11132.88,-23000000,0.35,0.7,-0.401184991190982,0,-0.471875577868796,1.9511898082892,0.0384615384641509,1
3940,27.384,3.01224,7229.376,-26800000,0.5,0.7,-0.400486723339766,0.0515291005169311,-0.573239745971858,1.94692128028508,0.046809253991017,1
7465,31.623,3.47853,8348.472,-26800000,0.5,0.7,-0.400486126303148,0.0515292904164325,-0.573191121193038,1.94692524463697,0.0468051970212732,1
10990,36.517,4.01687,9640.488,-26800000,0.5,0.7,-0.400485625552333,0.0515294525684649,-0.573149101078379,1.94692867338415,0.046801691049033,1
14515,42.17,4.6387,11132.88,-26800000,0.5,0.7,-0.400485165979043,0.0515295965816444,-0.573112761690609,1.94693164075013,0.0467986590083968,1
3863,27.384,3.01224,7229.376,-27400000,0.5,0.35,-0.400196852872255,0.0527302641807898,-0.515159564570224,1.89698608027215,0.043180979048094,1
7388,31.623,3.47853,8348.472,-27400000,0.5,0.35,-0.400196162820798,0.0527304516426759,-0.515122496481354,1.89699397214223,0.0431776984781673,1
10913,36.517,4.01687,9640.488,-27400000,0.5,0.35,-0.400195561853561,0.052730614411562,-0.515090470129162,1.89700079531121,0.0431748640221343,1
14438,42.17,4.6387,11132.88,-27400000,0.5,0.35,-0.400195027285777,0.0527307572370895,-0.515062778796076,1.89700669843557,0.0431724131675799,1
3882,27.384,3.01224,7229.376,-27200000,0.35,0.25,-0.400029004643184,1.87757560429605,-0.400029004643184,1.87757560429605,0.0338894595897879,1
7407,31.623,3.47853,8348.472,-27200000,0.35,0.25,-0.400008520565964,1.87758477916822,-0.400008520565964,1.87758477916822,0.0338875608195647,1
10932,36.517,4.01687,9640.488,-27200000,0.35,0.25,-0.399990830780669,1.87759271071749,-0.399990830780669,1.87759271071749,0.0338859209320073,1
14457,42.17,4.6387,11132.88,-27200000,0.35,0.25,-0.399975541383371,1.87759957225099,-0.399975541383371,1.87759957225099,0.0338845034648466,1
3837,27.384,3.01224,7229.376,-27600000,0.5,0.25,-0.399758342221551,0.0531359253600656,-0.454577804315873,1.88389132582247,0.0383753624350001,1
7362,31.623,3.47853,8348.472,-27600000,0.5,0.25,-0.399757610804269,0.0531361123140249,-0.454547602027024,1.88389985888224,0.0383726429661576,1
10887,36.517,4.01687,9640.488,-27600000,0.5,0.25,-0.399756967820525,0.0531362754409477,-0.454521511169363,1.88390723614478,0.0383702935990927,1
14412,42.17,4.6387,11132.88,-27600000,0.5,0.25,-0.39975642120618,0.0531364153422777,-0.454498954904955,1.88391361833067,0.0383682624326855,1
4438,27.384,3.01224,7229.376,-22800000,0.5,0.35,-0.399737160933439,1.91833994493156,-0.399737160933439,1.91833994493156,0.0331459434049785,1
7963,31.623,3.47853,8348.472,-22800000,0.5,0.35,-0.399705989922821,1.91834580997689,-0.399705989922821,1.91834580997689,0.0331432603451553,1
11488,36.517,4.01687,9640.488,-22800000,0.5,0.35,-0.399679058703545,1.91835088088336,-0.399679058703545,1.91835088088336,0.0331409421777989,1
15013,42.17,4.6387,11132.88,-22800000,0.5,0.35,-0.399655772212252,1.91835526825304,-0.399655772212252,1.91835526825304,0.0331389377011768,1
3889,27.384,3.01224,7229.376,-27200000,0.5,0.5,-0.399555538324216,0.0523442131687685,-0.571526101064834,1.9186174310435,0.0473565748530418,1
7414,31.623,3.47853,8348.472,-27200000,0.5,0.5,-0.399554871963224,0.0523444006405521,-0.571480812466157,1.91862384415277,0.0473526727360735,1
10939,36.517,4.01687,9640.488,-27200000,0.5,0.5,-0.39955429929781,0.0523445623571627,-0.571441678944032,1.91862938934675,0.0473493008762051,1
14464,42.17,4.6387,11132.88,-27200000,0.5,0.5,-0.399553793575023,0.0523447037071484,-0.571407838811106,1.91863418721714,0.0473463850571814,1
4162,27.384,3.01224,7229.376,-25000000,0.5,0.25,-0.399485756363125,1.89738830429668,-0.399485756363125,1.89738830429668,0.0334904913876638,1
7687,31.623,3.47853,8348.472,-25000000,0.5,0.25,-0.399457356815394,1.89739564640737,-0.399457356815394,1.89739564640737,0.0334879837705365,1
11212,36.517,4.01687,9640.488,-25000000,0.5,0.25,-0.399432822756492,1.89740199410614,-0.399432822756492,1.89740199410614,0.0334858173957203,1
14737,42.17,4.6387,11132.88,-25000000,0.5,0.25,-0.399411611980508,1.89740748568065,-0.399411611980508,1.89740748568065,0.0334839444150678,1
3915,27.384,3.01224,7229.376,-27000000,0.5,0.7,-0.397857581699596,0.0519767560816774,-0.579591401126554,1.94643210229087,0.0473386256628072,1
7440,31.623,3.47853,8348.472,-27000000,0.5,0.7,-0.397856952750639,0.0519769388643247,-0.579542239610936,1.94643611808012,0.0473345219111265,1
10965,36.517,4.01687,9640.488,-27000000,0.5,0.7,-0.39785642578475,0.0519770947060669,-0.57949975573094,1.94643959128597,0.0473309755160366,1
14490,42.17,4.6387,11132.88,-27000000,0.5,0.7,-0.397855942578801,0.0519772333126255,-0.579463015220602,1.9464425971306,0.0473279085118118,1
4639,27.384,3.01224,7229.376,-21200000,0.5,0.5,-0.397804211158107,1.9405331158095,-0.397804211158107,1.9405331158095,0.0326089957189841,1
4409,27.384,3.01224,7229.376,-23000000,0.35,0.5,-0.397771453164554,0,-0.449268353890389,1.92772623487929,0.0370665403243352,1
8164,31.623,3.47853,8348.472,-21200000,0.5,0.5,-0.397770927526713,1.94053733357097,-0.397770927526713,1.94053733357097,0.0326061994837115,1
7934,31.623,3.47853,8348.472,-23000000,0.35,0.5,-0.397770431098422,0,-0.449232501254466,1.92773215711677,0.0370634726861247,1
11459,36.517,4.01687,9640.488,-23000000,0.35,0.5,-0.397769430511849,0,-0.449201523629175,1.92773727751368,0.037060822114148,1
14984,42.17,4.6387,11132.88,-23000000,0.35,0.5,-0.397768704124945,0,-0.449174737119741,1.92774170774132,0.0370585301120529,1
11689,36.517,4.01687,9640.488,-21200000,0.5,0.5,-0.39774216748989,1.9405409807718,-0.39774216748989,1.9405409807718,0.0326037832503752,1
15214,42.17,4.6387,11132.88,-21200000,0.5,0.5,-0.397717297694548,1.94054413664648,-0.397717297694548,1.94054413664648,0.0326016938231655,1
4665,27.384,3.01224,7229.376,-21000000,0.5,0.7,-0.397704158932467,1.96033718116385,-0.397704158932467,1.96033718116385,0.0322718020567321,1
8190,31.623,3.47853,8348.472,-21000000,0.5,0.7,-0.397669593260241,1.96033986341423,-0.397669593260241,1.96033986341423,0.0322689560311717,1
11715,36.517,4.01687,9640.488,-21000000,0.5,0.7,-0.397639722795491,1.96034218345882,-0.397639722795491,1.96034218345882,0.0322664965643147,1
4358,27.384,3.01224,7229.376,-23400000,0.35,0.35,-0.397624102579337,1.90874535894124,-0.397624102579337,1.90874535894124,0.0331364725699787,1
15240,42.17,4.6387,11132.88,-21000000,0.5,0.7,-0.397613890603012,1.96034419146956,-0.397613890603012,1.96034419146956,0.0322643695773045,1
7883,31.623,3.47853,8348.472,-23400000,0.35,0.35,-0.39759631731791,1.90875245877621,-0.39759631731791,1.90875245877621,0.0331340364835532,1
11408,36.517,4.01687,9640.488,-23400000,0.35,0.35,-0.397572314016411,1.90875859682351,-0.397572314016411,1.90875859682351,0.0331319319167028,1
3838,27.384,3.01224,7229.376,-27600000,0.5,0.35,-0.397565005805539,0.0531733195874483,-0.520188975414557,1.89600638698134,0.0436242364304562,1
7363,31.623,3.47853,8348.472,-27600000,0.5,0.35,-0.397564286155617,0.0531734995732926,-0.520151677518752,1.89601437643082,0.0436209310341738,1
10888,36.517,4.01687,9640.488,-27600000,0.5,0.35,-0.397563660597628,0.0531736557272263,-0.520119452642722,1.89602128393709,0.0436180751292871,1
14413,42.17,4.6387,11132.88,-27600000,0.5,0.35,-0.3975631053121,0.0531737927142398,-0.520091589687973,1.89602726001037,0.0436156057305235,1
14933,42.17,4.6387,11132.88,-23400000,0.35,0.35,-0.397551561510143,1.90876390706163,-0.397551561510143,1.90876390706163,0.0331301123241329,1
3812,27.384,3.01224,7229.376,-27800000,0.5,0.25,-0.397126193540467,0.0535766864556714,-0.45876588771926,1.88282557921663,0.0387502804206625,1
7337,31.623,3.47853,8348.472,-27800000,0.5,0.25,-0.397125434080544,0.0535768657504256,-0.45873557221742,1.8828342077751,0.0387475463209548,1
10862,36.517,4.01687,9640.488,-27800000,0.5,0.25,-0.397124766173229,0.0535770223054963,-0.458709383611857,1.88284166760519,0.0387451843169177,1
14387,42.17,4.6387,11132.88,-27800000,0.5,0.25,-0.397124199063569,0.0535771563998542,-0.458686742886492,1.88284812119736,0.0387431422281117,1
3907,27.384,3.01224,7229.376,-27000000,0.35,0.25,-0.396981985917731,1.87875180433869,-0.396981985917731,1.87875180433869,0.0336105854410435,1
7432,31.623,3.47853,8348.472,-27000000,0.35,0.25,-0.396961381092733,1.87876088530277,-0.396961381092733,1.87876088530277,0.0336086806342543,1
10957,36.517,4.01687,9640.488,-27000000,0.35,0.25,-0.396943586829198,1.87876873566687,-0.396943586829198,1.87876873566687,0.0336070355192715,1
14482,42.17,4.6387,11132.88,-27000000,0.35,0.25,-0.396928206982469,1.8787755269766,-0.396928206982469,1.8787755269766,0.0336056135233686,1
3864,27.384,3.01224,7229.376,-27400000,0.5,0.5,-0.396925847989228,0.0527868342938421,-0.577514322275009,1.9178292744279,0.0478712479593663,1
7389,31.623,3.47853,8348.472,-27400000,0.5,0.5,-0.39692515257711,0.0527870143367914,-0.577468620464569,1.91783577409402,0.0478673064766923,1
10914,36.517,4.01687,9640.488,-27400000,0.5,0.5,-0.396924554575106,0.0527871696562592,-0.577429129889212,1.91784139411976,0.047863900599683,1
14439,42.17,4.6387,11132.88,-27400000,0.5,0.5,-0.396924026532595,0.0527873054906111,-0.577394980983061,1.91784625673289,0.0478609553622123,1
4435,27.384,3.01224,7229.376,-22800000,0.35,0.7,-0.396601637132021,0,-0.465627008041048,1.95175841752175,0.037941928857094,1
7960,31.623,3.47853,8348.472,-22800000,0.35,0.7,-0.396600623799836,0,-0.465585873819169,1.9517622961221,0.0379385065479346,1
11485,36.517,4.01687,9640.488,-22800000,0.35,0.7,-0.39659966268991,0,-0.465550328403884,1.95176565037521,0.0379355491784495,1
15010,42.17,4.6387,11132.88,-22800000,0.35,0.7,-0.396598939794457,0,-0.465519589148631,1.95176855308673,0.0379329916489661,1
3890,27.384,3.01224,7229.376,-27200000,0.5,0.7,-0.395232387760974,0.0524162240928576,-0.585964845458897,1.94594093943962,0.047870048259633,1
7415,31.623,3.47853,8348.472,-27200000,0.5,0.7,-0.395231730982803,0.0524163996104605,-0.585915143319535,1.94594500721586,0.047865897347228,1
10940,36.517,4.01687,9640.488,-27200000,0.5,0.7,-0.395231178109482,0.0524165494435432,-0.585872192165694,1.94594852539624,0.0478623101887603,1
14465,42.17,4.6387,11132.88,-27200000,0.5,0.7,-0.395230673150854,0.052416682689567,-0.585835047568954,1.94595157014794,0.0478592079326073,1
4187,27.384,3.01224,7229.376,-24800000,0.5,0.25,-0.395205880263264,1.89839959349116,-0.395205880263264,1.89839959349116,0.0331144579159235,1
7712,31.623,3.47853,8348.472,-24800000,0.5,0.25,-0.395177642272801,1.89840684791543,-0.395177642272801,1.89840684791543,0.0331119680444977,1
11237,36.517,4.01687,9640.488,-24800000,0.5,0.25,-0.395153247741411,1.89841311980609,-0.395153247741411,1.89841311980609,0.0331098169983649,1
14762,42.17,4.6387,11132.88,-24800000,0.5,0.25,-0.395132157582078,1.8984185458003,-0.395132157582078,1.8984185458003,0.0331079572703721,1
3813,27.384,3.01224,7229.376,-27800000,0.5,0.35,-0.394936472312679,0.0536085041187915,-0.525217821377465,1.89502213763339,0.0440679847627773,1
7338,31.623,3.47853,8348.472,-27800000,0.5,0.35,-0.394935726772769,0.053608676549025,-0.525180296593111,1.89503022547722,0.0440646546889689,1
10863,36.517,4.01687,9640.488,-27800000,0.5,0.35,-0.394935077850985,0.0536088262752715,-0.525147875707046,1.89503721805843,0.0440617774623877,1
14388,42.17,4.6387,11132.88,-27800000,0.5,0.35,-0.394934502726863,0.0536089576130919,-0.525119843280327,1.89504326771953,0.0440592896273309,1
4463,27.384,3.01224,7229.376,-22600000,0.5,0.35,-0.394744885026338,1.91922041755949,-0.394744885026338,1.91922041755949,0.0327174330357347,1
7988,31.623,3.47853,8348.472,-22600000,0.5,0.35,-0.394713990021379,1.91922620331845,-0.394713990021379,1.91922620331845,0.032714776604215,1
11513,36.517,4.01687,9640.488,-22600000,0.5,0.35,-0.394687297251178,1.91923120568875,-0.394687297251178,1.91923120568875,0.0327124814431244,1
15038,42.17,4.6387,11132.88,-22600000,0.5,0.35,-0.394664216931979,1.9192355337645,-0.394664216931979,1.9192355337645,0.0327104968596525,1
3787,27.384,3.01224,7229.376,-28000000,0.5,0.25,-0.394497191649415,0.0540096909389196,-0.462945684292209,1.88175582460916,0.0391249906215011,1
7312,31.623,3.47853,8348.472,-28000000,0.5,0.25,-0.394496406450009,0.0540098626793556,-0.462915259622338,1.88176454921721,0.039122242163471,1
10837,36.517,4.01687,9640.488,-28000000,0.5,0.25,-0.394495717868622,0.0540100124677226,-0.462888976753608,1.88177209205096,0.0391198677578967,1
14362,42.17,4.6387,11132.88,-28000000,0.5,0.25,-0.394495131571151,0.0540101408881654,-0.462866254574085,1.88177861746575,0.0391178149489177,1
3839,27.384,3.01224,7229.376,-27600000,0.5,0.5,-0.394299774048883,0.0532215117431745,-0.583515414813467,1.91703692158537,0.0483874765988712,1
7364,31.623,3.47853,8348.472,-27600000,0.5,0.5,-0.394299050993911,0.0532216845673062,-0.583469299226459,1.9170435088421,0.0483834955943839,1
10889,36.517,4.01687,9640.488,-27600000,0.5,0.5,-0.394298430923071,0.0532218334080696,-0.583429451173502,1.91704920455827,0.0483800555714657,1
14414,42.17,4.6387,11132.88,-27600000,0.5,0.5,-0.394297883485833,0.0532219636429492,-0.583394993125606,1.91705413265594,0.0483770808040713,1
3932,27.384,3.01224,7229.376,-26800000,0.35,0.25,-0.393905053066744,1.87992435912531,-0.393905053066744,1.87992435912531,0.033329588659254,1
7457,31.623,3.47853,8348.472,-26800000,0.35,0.25,-0.393884334848839,1.87993334604442,-0.393884334848839,1.87993334604442,0.0333276784256778,1
10982,36.517,4.01687,9640.488,-26800000,0.35,0.25,-0.39386644245862,1.87994111512026,-0.39386644245862,1.87994111512026,0.0333260286095925,1
14507,42.17,4.6387,11132.88,-26800000,0.35,0.25,-0.393850977634036,1.87994783610511,-0.393850977634036,1.87994783610511,0.0333246025385322,1
4434,27.384,3.01224,7229.376,-22800000,0.35,0.5,-0.393424601632741,0,-0.443647463952762,1.92860078279927,0.0365868423328976,1
7959,31.623,3.47853,8348.472,-22800000,0.35,0.5,-0.393423675429621,0,-0.443611930732527,1.92860660639048,0.0365838055711343,1
11484,36.517,4.01687,9640.488,-22800000,0.35,0.5,-0.393422761304932,0,-0.44358122908916,1.92861164149807,0.0365811816786501,1
15009,42.17,4.6387,11132.88,-22800000,0.35,0.5,-0.393422103623426,0,-0.443554681197196,1.9286159979515,0.0365789127451833,1
4383,27.384,3.01224,7229.376,-23200000,0.35,0.35,-0.393189270117576,1.90978986442503,-0.393189270117576,1.90978986442503,0.0327493877260388,1
7908,31.623,3.47853,8348.472,-23200000,0.35,0.35,-0.393161594353439,1.90979686360878,-0.393161594353439,1.90979686360878,0.0327469651521614,1
11433,36.517,4.01687,9640.488,-23200000,0.35,0.35,-0.393137685561946,1.90980291465874,-0.393137685561946,1.90980291465874,0.032744872253172,1
14958,42.17,4.6387,11132.88,-23200000,0.35,0.35,-0.393117014720758,1.90980814963854,-0.393117014720758,1.90980814963854,0.0327430627457612,1
3865,27.384,3.01224,7229.376,-27400000,0.5,0.7,-0.392611242945376,0.0528477206131399,-0.592360282234991,1.94544776786512,0.0484035412300046,1
7390,31.623,3.47853,8348.472,-27400000,0.5,0.7,-0.3926105593538,0.052847889119445,-0.592310035396329,1.94545188822836,0.0483993427606113,1
10915,36.517,4.01687,9640.488,-27400000,0.5,0.7,-0.392609984149389,0.0528480328056918,-0.592266613571527,1.94545545186528,0.0483957145073838,1
14440,42.17,4.6387,11132.88,-27400000,0.5,0.7,-0.392609459349248,0.0528481607299204,-0.592229061898563,1.94545853595584,0.0483925767081083,1
3788,27.384,3.01224,7229.376,-28000000,0.5,0.35,-0.392311360539765,0.0540360163198105,-0.530245893220435,1.89403329743909,0.0445122109872304,1
7313,31.623,3.47853,8348.472,-28000000,0.5,0.35,-0.392310590495572,0.054036181406499,-0.530208144528537,1.89404148453246,0.0445088563884376,1
10838,36.517,4.01687,9640.488,-28000000,0.5,0.35,-0.392309921486097,0.0540363246265224,-0.530175530214401,1.89404856289073,0.0445059579733283,1
14363,42.17,4.6387,11132.88,-28000000,0.5,0.35,-0.392309328159437,0.0540364503993679,-0.530147330559972,1.89405468676932,0.044503451817566,1
4460,27.384,3.01224,7229.376,-22600000,0.35,0.7,-0.392250637623683,0,-0.459294485165731,1.9523329927011,0.0374156474558892,1
7985,31.623,3.47853,8348.472,-22600000,0.35,0.7,-0.392249716193939,0,-0.459253875303155,1.95233680352544,0.0374122709488057,1
11510,36.517,4.01687,9640.488,-22600000,0.35,0.7,-0.392248842060709,0,-0.459218782943253,1.95234009919891,0.0374093531541171,1
15035,42.17,4.6387,11132.88,-22600000,0.35,0.7,-0.392248188723303,0,-0.459188435469625,1.95234295122595,0.0374068298480171,1
4664,27.384,3.01224,7229.376,-21000000,0.5,0.5,-0.392206911992792,1.94121252763707,-0.392206911992792,1.94121252763707,0.0321394080107774,1
8189,31.623,3.47853,8348.472,-21000000,0.5,0.5,-0.39217401240324,1.94121668358835,-0.39217401240324,1.94121668358835,0.0321366461068261,1
11714,36.517,4.01687,9640.488,-21000000,0.5,0.5,-0.392145584189004,1.94122027735848,-0.392145584189004,1.94122027735848,0.0321342595376341,1
15239,42.17,4.6387,11132.88,-21000000,0.5,0.5,-0.392121001344668,1.94122338700122,-0.392121001344668,1.94122338700122,0.0321321957638514,1
4690,27.384,3.01224,7229.376,-20800000,0.5,0.7,-0.391924752232143,1.96077603349099,-0.391924752232143,1.96077603349099,0.0317961976294021,1
8215,31.623,3.47853,8348.472,-20800000,0.5,0.7,-0.391890625930474,1.96077867764867,-0.391890625930474,1.96077867764867,0.0317933889876172,1
3762,27.384,3.01224,7229.376,-28200000,0.5,0.25,-0.391871446695911,0.0544351313598803,-0.46711694404134,1.88068204791253,0.0394994741633881,1
7287,31.623,3.47853,8348.472,-28200000,0.5,0.25,-0.391870638615277,0.054435295574924,-0.467086414296968,1.88069086910364,0.0394967116241534,1
10812,36.517,4.01687,9640.488,-28200000,0.5,0.25,-0.39186992957121,0.0544354389085388,-0.467060040711678,1.88069849544199,0.03949432505646,1
14337,42.17,4.6387,11132.88,-28200000,0.5,0.25,-0.391869326059164,0.054435561698638,-0.467037240156677,1.8807050930831,0.0394922617359435,1
11740,36.517,4.01687,9640.488,-20800000,0.5,0.7,-0.391861135166345,1.96078096475356,-0.391861135166345,1.96078096475356,0.0317909618282044,1
15265,42.17,4.6387,11132.88,-20800000,0.5,0.7,-0.391835631349715,1.96078294425458,-0.391835631349715,1.96078294425458,0.0317888627822189,1
3814,27.384,3.01224,7229.376,-27800000,0.5,0.5,-0.391677421063712,0.0536484486106338,-0.589529374135686,1.91624032169841,0.0489052662899774,1
7339,31.623,3.47853,8348.472,-27800000,0.5,0.5,-0.391676673969368,0.0536486141381046,-0.589482844332015,1.91624699755468,0.0489012456170642,1
10864,36.517,4.01687,9640.488,-27800000,0.5,0.5,-0.391676032392836,0.0536487567618622,-0.589442638321165,1.9162527698764,0.0488977713121769,1
14389,42.17,4.6387,11132.88,-27800000,0.5,0.5,-0.391675466594041,0.0536488815546214,-0.589407870737285,1.91625776423827,0.0488947668992309,1
4212,27.384,3.01224,7229.376,-24600000,0.5,0.25,-0.390921036200928,1.89940712132089,-0.390921036200928,1.89940712132089,0.0327384599774434,1
7737,31.623,3.47853,8348.472,-24600000,0.5,0.25,-0.390892962690039,1.89941428860148,-0.390892962690039,1.89941428860148,0.032735988030446,1
11262,36.517,4.01687,9640.488,-24600000,0.5,0.25,-0.390868710211292,1.89942048517413,-0.390868710211292,1.89942048517413,0.0327338524670611,1
14787,42.17,4.6387,11132.88,-24600000,0.5,0.25,-0.390847742821372,1.89942584601872,-0.390847742821372,1.89942584601872,0.0327320061222522,1
3957,27.384,3.01224,7229.376,-26600000,0.35,0.25,-0.390798621721524,1.88109321605853,-0.390798621721524,1.88109321605853,0.0330465074837058,1
7482,31.623,3.47853,8348.472,-26600000,0.35,0.25,-0.390777797414862,1.88110210882698,-0.390777797414862,1.88110210882698,0.0330445924265747,1
11007,36.517,4.01687,9640.488,-26600000,0.35,0.25,-0.390759813235029,1.88110979652871,-0.390759813235029,1.88110979652871,0.0330429384327086,1
14532,42.17,4.6387,11132.88,-26600000,0.35,0.25,-0.390744268924744,1.88111644712002,-0.390744268924744,1.88111644712002,0.0330415087399665,1
3840,27.384,3.01224,7229.376,-27600000,0.5,0.7,-0.389994244302738,0.0532714519357259,-0.598777917849764,1.94495256324868,0.0489391243300359,1
