Scan,Value,MaxReal,DominantFrequencyHz,TorsionSigma,TorsionDampingRatio,Stable
current_scale,0.562341325190349,1681.42460780915,2273.58479102537,0.0302575333585222,-0.00242812363809298,0
current_scale,0.649381631576211,1688.08250706266,2268.41665141939,0.0303646599379919,-0.00243664425360558,0
current_scale,0.749894209332456,1696.19526878808,2262.50328482697,0.0304404565845597,-0.00244266040870785,0
current_scale,0.865964323360065,1706.10817582275,2255.74911157332,0.0304935410252312,-0.00244686272889224,0
current_scale,1,1718.24855511334,2248.05086192629,0.0305302522952107,-0.00244975891973833,0
current_scale,1.15478198468946,1733.14215612379,2239.29881237778,0.0305552224230167,-0.00245171973063973,0
current_scale,1.33352143216332,1751.43057360536,2229.37891245784,0.0305718220953123,-0.00245301476265544,0
current_scale,1.53992652605949,1773.88838895745,2218.17603759782,0.0305824947568587,-0.00245383929760424,0
current_scale,1.77827941003892,1801.43788719716,2205.57857527891,0.0305890057781864,-0.00245433429725677,0
current_scale,2.05352502645715,1835.15827669617,2191.48445659545,0.0305926271061987,-0.00245460121706891,0
current_scale,2.37137370566166,1876.28549695507,2175.80855744307,0.0305942715856671,-0.00245471277784931,0
current_scale,2.73841963426436,1926.19829937636,2158.49110138727,0.0305945911270786,-0.00245472083438969,0
current_scale,3.16227766016838,1986.38679740764,2139.50632422027,0.0305940490626149,-0.00245466217295894,0
current_scale,3.65174127254838,2058.40154002448,2118.87028870537,0.0305929718108742,-0.00245456264872656,0
current_scale,4.21696503428582,2143.78448074911,2096.64650515403,0.0305915873344804,-0.00245444026409351,0
current_scale,4.86967525165863,2243.98748167967,2072.94807718434,0.0305900524088818,-0.00245430735029149,0
current_scale,5.62341325190349,2360.2879751456,2047.93554931516,0.0305884730641119,-0.00245417220171599,0
current_scale,6.49381631576211,2493.71350636277,2021.81043241609,0.0305869188730187,-0.00245404021752079,0
current_scale,7.49894209332456,2644.98591465021,1994.80529728196,0.0305854339716003,-0.0024539147815137,0
current_scale,8.65964323360065,2814.4918767038,1967.17203445673,0.030584044328886,-0.00245379784185789,0
current_scale,10,3002.28078187556,1939.17012378011,0.0305827634398302,-0.00245369036467634,0
current_scale,11.5478198468946,3208.08549135242,1911.05648207995,0.0305815963665449,-0.00245359265564327,0
current_scale,13.3352143216332,3431.35817735379,1883.07781777328,0.0305805423792301,-0.00245350456960039,0
current_scale,15.3992652605949,3671.31281455655,1855.46568499362,0.0305795972720525,-0.00245342569446331,0
current_scale,17.7827941003892,3926.96756481099,1828.43384209274,0.0305787547818713,-0.00245335546323754,0
current_scale,20.5352502645715,4197.18317269795,1802.17721491912,0.0305780070503284,-0.0024532931898168,0
current_scale,23.7137370566166,4480.69640436955,1776.87175601121,0.0305773458851945,-0.00245323816891125,0
current_scale,27.3841963426436,4776.14964116177,1752.67469953132,0.0305767632195293,-0.00245318971180553,0
current_scale,31.6227766016838,5082.11855560744,1729.72501779812,0.0305762510733618,-0.00245314714238345,0
current_scale,36.5174127254838,6267.95111821367,8717.96917346355,0.0305758018620506,-0.00245310982113882,0
current_scale,42.1696503428582,10697.226819815,8999.15571066178,0.0305754085949065,-0.00245307716041377,0
current_scale,48.6967525165863,15857.5881107838,9227.89012466158,0.0305750648069902,-0.00245304861834805,0
current_scale,56.2341325190349,21865.7517736102,9375.39593471727,0.0305747647499839,-0.00245302371372614,0
current_scale,64.9381631576211,28857.6873304127,9399.5557558026,0.0305745031226727,-0.00245300200386978,0
current_scale,74.9894209332456,36993.3442069781,9236.03200798641,0.0305742752210154,-0.00245298309640002,0
current_scale,86.5964323360065,46465.3929992299,8779.29663624181,0.0305740768055724,-0.0024529666382097,0
current_scale,100,57523.4075154486,7832.51894482052,0.0305739042473814,-0.00245295232690963,0
voltage_scale,1e-08,1768.17835326275,2251.30384073836,0.0378717266539152,-0.00303273590054755,0
voltage_scale,1.15478198468946e-08,1768.17835318618,2251.30384073338,0.037871726285906,-0.00303273587098647,0
voltage_scale,1.33352143216332e-08,1768.17835309702,2251.30384072767,0.0378717258522594,-0.00303273583616855,0
voltage_scale,1.53992652605949e-08,1768.17835299573,2251.3038407211,0.0378717254655979,-0.00303273580509307,0
voltage_scale,1.77827941003892e-08,1768.17835287714,2251.30384071345,0.0378717249140044,-0.00303273576079698,0
voltage_scale,2.05352502645715e-08,1768.1783527411,2251.30384070469,0.0378717242057337,-0.0030327357039067,0
voltage_scale,2.37137370566166e-08,1768.17835258427,2251.3038406945,0.0378717234869304,-0.00303273564617224,0
voltage_scale,2.73841963426436e-08,1768.17835240272,2251.30384068281,0.0378717226157086,-0.00303273557619878,0
voltage_scale,3.16227766016838e-08,1768.17835219344,2251.30384066919,0.0378717216430253,-0.00303273549807208,0
voltage_scale,3.65174127254838e-08,1768.17835195074,2251.30384065359,0.0378717206395129,-0.00303273541747654,0
voltage_scale,4.21696503428582e-08,1768.17835167147,2251.30384063556,0.0378717193066083,-0.00303273531041465,0
voltage_scale,4.86967525165863e-08,1768.17835134811,2251.3038406147,0.0378717177018175,-0.00303273518151562,0
voltage_scale,5.62341325190349e-08,1768.17835097539,2251.30384059068,0.0378717160053765,-0.00303273504526278,0
voltage_scale,6.49381631576211e-08,1768.17835054514,2251.30384056284,0.0378717140170417,-0.0030327348855616,0
voltage_scale,7.49894209332456e-08,1768.17835004802,2251.30384053071,0.0378717117410636,-0.00303273470275342,0
voltage_scale,8.65964323360065e-08,1768.17834947354,2251.30384049363,0.0378717090218485,-0.00303273448435443,0
voltage_scale,1e-07,1768.17834881068,2251.30384045083,0.0378717059978039,-0.00303273424146258,0
voltage_scale,1.15478198468946e-07,1768.17834804472,2251.30384040139,0.0378717023573056,-0.00303273394907177,0
voltage_scale,1.33352143216332e-07,1768.17834716066,2251.30384034433,0.0378716983168723,-0.00303273362454183,0
voltage_scale,1.53992652605949e-07,1768.17834613937,2251.30384027836,0.0378716935612111,-0.0030327332425749,0
voltage_scale,1.77827941003892e-07,1768.17834496058,2251.30384020224,0.0378716881238973,-0.00303273280585585,0
voltage_scale,2.05352502645715e-07,1768.17834359837,2251.30384011431,0.0378716817216694,-0.00303273229164226,0
voltage_scale,2.37137370566166e-07,1768.17834202628,2251.30384001281,0.0378716744416197,-0.00303273170692121,0
voltage_scale,2.73841963426436e-07,1768.17834021052,2251.30383989553,0.0378716659674019,-0.00303273102626979,0
voltage_scale,3.16227766016838e-07,1768.1783381143,2251.30383976011,0.0378716562415624,-0.00303273024510949,0
