ModelVersion,ControllerProfile,P_MSC_MW,P_GSC_MW,P_PCC_MW,MaxNormalizedResidual,dP_dDelta_W_per_rad,MaxPoleReal_per_s,ShaftFrequency_Hz,ShaftDamping_pct,NoDisturbanceStateDrift_pu,WorstNRMSE,WorstPeakError,WorstFinalError,OverallPASS
M0-5MW-IdealContinuous-v2,AlignedStable,5.02597914855512,5.02597914855512,5.00000000000164,2.95051558653156e-10,18220867.1438191,-0.00724970186980353,2.4827475195313,2.71060838041796,2.34794570389818e-12,0.000150625827679397,0.000318446577680304,0.000318446577680304,1
