Model,Scan,XParameter,YParameter,XFactor,YFactor,XValue,YValue,MaxReal,Sigma,FrequencyHz,DampingRatio,Stable
GFM-MWT,h_mp,h,mp,0.0135935639087853,2.51188643150958,6.88657992577943,3.94566197994119e-06,-0.0152598031470452,-0.143082589040005,2.00374451142563,0.0113641388359197,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,3.4145488738336,6.88657992577943,5.36356082867947e-06,-0.0152569189175657,-0.153587321146068,2.00282453059482,0.0122039452796561,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,4.64158883361278,6.88657992577943,7.29099069033116e-06,-0.0152547984261028,-0.160664901461768,2.00169679156994,0.0127734266325928,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,6.30957344480193,6.88657992577943,9.9110547907375e-06,-0.0152532393221731,-0.164821466899102,2.00062939846058,0.013110822293066,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,8.57695898590894,6.88657992577943,1.34726556701362e-05,-0.0152520928309143,-0.167028931122745,1.99974143457723,0.0132922842000997,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,11.6591440117983,6.88657992577943,1.83141405873055e-05,-0.0152512496977341,-0.168104655359794,1.99904998682571,0.0133825022683674,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,15.8489319246111,6.88657992577943,2.48954440508015e-05,-0.0152506293448472,-0.168576934318162,1.99852911293959,0.0134235897955139,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,21.5443469003188,6.88657992577943,3.38417809742158e-05,-0.0152501731287003,-0.16874730595224,1.99814295647356,0.0134397502110462,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,29.2864456462524,6.88657992577943,4.60030412460116e-05,-0.0152498374324018,-0.168776485196456,1.99785874197526,0.013443985667621,1
GFM-MWT,h_mp,h,mp,0.0135935639087853,39.8107170553497,6.88657992577943,6.25345281176143e-05,0.216988827523071,-0.168746198925201,1.9976501670041,0.0134429768168285,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,54.1169526546464,6.88657992577943,8.50067104472519e-05,0.701790605659486,-0.168696141508436,1.99749723195835,0.0134400185171422,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,73.5642254459641,6.88657992577943,0.000115554415114032,1.05884307554251,-0.168644410706552,1.99738508717284,0.0134366521022758,0
GFM-MWT,h_mp,h,mp,0.0135935639087853,100,6.88657992577943,0.00015707963267949,1.32171288584695,-0.168598347805567,1.99730281893557,0.0134335359281471,0
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.01,9.36131643340403,1.5707963267949e-08,-0.0199151533543076,-0.0903930488913662,1.9973513597305,0.00720260224100934,1
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0135935639087853,9.36131643340403,2.13527202559716e-08,-0.0180762989205855,-0.0903811755093125,1.99737553037892,0.0072015690637606,1
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0184784979742229,9.36131643340403,2.90259567425963e-08,-0.0171127589337342,-0.0903659214560346,1.9974084116067,0.00720023515863945,1
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0251188643150958,9.36131643340403,3.94566197994119e-08,-0.0165277719762224,-0.0903468264029141,1.99745315257786,0.00719855253362701,1
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.034145488738336,9.36131643340403,5.36356082867947e-08,-0.0161467572544647,-0.0903239088748244,1.99751404718821,0.00719650724898718,1
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0464158883361278,9.36131643340403,7.29099069033116e-08,-0.0158884051567072,-0.0902983905161183,1.99759695189816,0.0071941756219862,1
GFM-MWT,h_mp,h,mp,0.0184784979742229,0.0630957344480193,9.36131643340403,9.9110547907375e-08,-0.0157087538264009,-0.0902741555174859,1.99770985213888,0.00719183844443158,1
