Model,Scan,Points,StablePoints,MinMaxReal,MaxMaxReal,MinDampingRatio,MaxDampingRatio,RecommendedXValue,RecommendedYValue,RecommendedMaxReal,RecommendedDampingRatio,RecommendationBasis
GFM-MWT,h_mp,961,687,-0.0199151628037598,1.57441291741749,-0.0262966210084376,0.0518671491656468,43.451381825204,1.34726556701362e-05,-0.0152520785778389,0.0518671491656468,Stable point with maximum torsional damping
GFM-MWT+AD,h_mp,961,550,-0.0201295261979342,1.90999246542571,-0.14402937965594,0.118864254306513,109.144936437072,1.83141405873055e-05,-0.0153375375539964,0.086080026501155,Stable point with maximum torsional damping
GFM-MWT,dvc,961,718,-0.0152761375334159,42.5572325477659,-0.00599933287753881,0.0219131995788273,0.0232079441680639,4.28847949295447,-0.0152761158480243,0.0219131995788273,Stable point with maximum torsional damping
GFM-MWT+AD,dvc,961,715,-0.0153628939294492,42.5572314989876,-0.00942668764192776,0.0590185070978063,0.107721734501594,5.82957200589916,-0.0153628762898038,0.0590185070978063,Stable point with maximum torsional damping
GFM-MWT,rpc,961,568,-0.0152761432564123,116.934849578599,0.00656841984883409,0.00666070511999041,2.43951839509359e-07,1e-05,-0.01527531234987,0.00666070511999041,Stable point with maximum torsional damping
GFM-MWT+AD,rpc,961,568,-0.0153628989997346,116.934849466277,0.0142355984224299,0.0155287612456937,2.43951839509359e-07,0.00251188643150958,-0.0153628950770481,0.0155287612456937,Stable point with maximum torsional damping
GFM-MWT+AD,K_damp,121,116,-0.0155393957612254,0.0148333604516379,-0.00117626748459671,0.0336520819946373,-15000000,NaN,-0.0155393957612254,0.0336520819946373,Stable point with maximum torsional damping
